-3.04,1.47,7.94,
-2.94,1.56,8.23,
-2.74,1.56,8.53,
-2.74,1.66,8.72,
-2.64,1.76,9.02,
-2.54,1.96,9.21,
-2.54,2.05,9.31,
-2.74,2.05,9.31,
-2.94,2.05,9.21,
-2.94,1.96,9.41,
-2.74,1.86,9.61,
-2.54,2.15,10,
-2.74,2.25,10.49,
-2.54,1.86,10.68,
-2.54,1.47,10.59,
-3.04,1.07,10.1,
-3.43,0.78,9.9,
-3.82,0.58,10.19,
-3.62,0.49,10.78,
-3.23,0.49,11.08,
-2.74,0.58,11.76,
-2.45,0.58,11.96,
-1.96,0.68,12.45,
-1.47,0.98,13.04,
-1.07,1.37,13.43,
-0.58,1.47,13.82,
-0.09,1.76,14.41,
0.39,2.15,14.9,
0.78,2.54,15.1,
0.98,2.35,14.8,
0.98,2.15,14.21,
0.98,2.05,13.53,
0.68,1.76,12.65,
0.09,1.47,11.37,
-0.39,1.07,10.39,
-0.58,0.88,9.8,
-0.68,0.68,9.41,
-0.78,0.58,9.21,
-0.68,0.58,9.12,
-0.68,0.68,9.12,
-0.68,0.78,8.92,
-0.78,0.68,8.72,
-0.88,0.68,8.62,
-0.98,0.58,8.43,
-1.17,0.58,8.33,
-1.37,0.49,8.04,
-1.56,0.39,8.13,
-1.66,0.29,8.13,
-1.66,0.39,8.33,
-1.56,0.58,8.72,
-1.37,0.88,9.02,
-1.17,0.98,9.21,
-0.88,1.07,9.61,
-0.58,1.37,10,
-0.39,1.47,10.1,
-0.29,1.56,10.19,
-0.29,1.76,10.1,
-0.49,1.76,9.9,
-0.68,1.66,9.61,
-0.78,1.66,9.41,
-0.88,1.66,9.21,
-1.07,1.56,9.02,
-1.27,1.47,8.62,
-1.37,1.27,8.33,
-1.47,1.27,8.13,
-1.56,1.07,7.74,
-1.76,1.07,7.74,
-1.76,1.07,7.84,
-1.66,1.07,7.84,
-1.56,0.98,7.94,
-1.56,1.07,7.94,
-1.66,1.27,7.94,
-1.86,1.07,7.84,
-1.76,0.88,7.74,
-1.76,0.68,7.64,
-1.76,0.68,7.64,
-1.86,0.78,7.74,
-1.96,0.98,7.94,
-1.86,1.07,7.94,
-1.86,1.17,8.04,
-1.86,1.47,8.13,
-2.15,1.66,8.23,
-2.05,1.66,8.33,
-1.86,1.66,8.43,
-1.76,1.86,8.72,
-1.86,2.05,8.82,
-1.76,2.05,8.92,
-1.56,2.05,9.12,
-1.47,1.96,9.21,
-1.56,1.86,9.02,
-1.76,1.86,8.82,
-1.96,1.86,8.62,
-2.05,1.86,8.43,
-2.35,1.86,8.33,
-2.54,1.86,8.23,
-2.74,1.86,8.13,
-2.94,2.05,8.23,
-3.13,1.96,8.43,
-2.94,1.86,8.72,
-2.84,2.05,9.02,
-2.74,2.25,9.41,
-2.64,2.35,9.7,
-2.45,2.45,10,
-2.74,2.25,9.9,
-2.94,2.15,9.9,
-3.04,2.05,10.1,
-3.13,1.86,10.19,
-3.33,1.76,10.39,
-3.33,1.56,10.78,
-3.43,1.56,10.98,
-3.53,1.66,11.37,
-3.43,2.05,11.96,
-2.94,2.74,12.94,
-2.15,3.13,13.92,
-0.98,3.33,14.41,
-0.78,3.23,14.41,
-0.39,3.04,14.51,
0,2.94,14.61,
0.29,2.64,14.7,
0.88,2.54,14.7,
1.17,2.45,14.61,
1.27,2.35,14.12,
1.17,2.45,13.43,
0.98,2.64,12.74,
0.78,3.04,12.06,
0.49,3.23,11.47,
0.09,3.53,10.68,
-0.39,3.72,10,
-0.88,3.53,9.12,
-1.27,3.33,8.43,
-1.66,3.13,8.04,
-1.76,3.13,7.94,
-1.76,3.13,8.04,
-1.66,3.13,7.84,
-1.76,3.04,8.04,
-1.66,3.04,8.13,
-1.37,3.04,8.23,
-1.07,3.13,8.43,
-0.88,3.23,8.53,
-0.78,3.33,8.62,
-0.68,3.13,8.62,
-0.58,3.04,8.72,
-0.39,2.94,9.02,
-0.09,2.74,9.21,
0,2.35,9.12,
0.09,1.86,8.92,
0,1.47,8.43,
-0.09,1.27,8.13,
-0.58,0.98,7.45,
-0.78,0.88,7.15,
-1.07,0.78,6.96,
-1.27,0.68,6.86,
-1.27,0.68,6.86,
-1.27,0.58,6.86,
-1.37,0.49,6.66,
-1.66,0.39,6.76,
-1.66,0.39,6.76,
-1.66,0.58,6.96,
-1.66,0.58,7.35,
-1.56,0.88,7.55,
-1.56,0.98,7.74,
-1.66,1.07,7.74,
-1.76,1.07,7.74,
-1.76,1.17,7.64,
-1.96,1.17,7.64,
-2.05,1.17,7.64,
-2.05,1.17,7.64,
-2.05,1.17,7.74,
-2.05,1.07,7.94,
-2.05,1.27,8.04,
-2.05,1.27,8.23,
-2.05,1.27,8.13,
-2.05,1.17,8.23,
-2.05,1.17,8.33,
-2.25,1.17,8.33,
-2.35,1.17,8.43,
-2.45,1.27,8.43,
-2.64,1.17,8.33,
-2.74,1.17,8.43,
-2.84,1.17,8.43,
-2.84,1.27,8.62,
-2.84,1.27,8.82,
-2.94,1.37,8.92,
-3.04,1.47,9.21,
-3.04,1.56,9.51,
-3.13,1.56,9.7,
-3.23,1.66,10.1,
-3.13,1.96,10.68,
-3.04,2.05,11.17,
-3.04,1.86,11.66,
-2.84,1.76,11.86,
-3.04,1.56,11.76,
-3.23,1.37,11.86,
-3.33,1.27,12.25,
-2.94,1.27,12.84,
-2.74,1.17,13.14,
-2.25,1.07,13.43,
-1.96,0.88,13.72,
-1.37,0.98,14.02,
-1.17,1.27,14.51,
-0.58,1.56,14.8,
-0.19,1.96,14.9,
-0.19,2.05,14.51,
-0.19,2.15,14.02,
-0.19,1.96,13.33,
-0.29,1.76,12.65,
-0.68,1.56,11.66,
-1.17,1.17,10.78,
-1.47,0.68,10,
-1.76,0.09,9.02,
-2.35,-0.19,8.53,
-2.45,-0.29,8.33,
-2.35,-0.49,8.43,
-2.05,-0.58,8.92,
-1.37,-0.39,9.61,
-0.88,-0.09,10.1,
-0.49,0.09,10.29,
-0.39,0.39,10.49,
-0.29,0.68,10.49,
-0.39,0.88,10.29,
-0.49,0.88,10.1,
-0.58,0.88,9.9,
-0.78,0.78,9.7,
-0.68,0.68,9.51,
-0.68,0.68,9.51,
-0.68,0.78,9.31,
-0.68,0.98,9.21,
-0.68,1.07,9.12,
-0.58,1.07,8.92,
-0.58,1.07,8.62,
-0.68,1.07,8.23,
-0.88,1.17,7.94,
-1.17,1.07,7.55,
-1.17,0.88,7.15,
-1.56,0.78,6.76,
-1.76,0.78,6.66,
-1.86,0.88,6.57,
-1.86,0.88,6.27,
-1.96,0.68,6.27,
-2.05,0.78,6.37,
-2.05,0.78,6.27,
-2.15,0.88,6.27,
-2.25,0.78,6.17,
-2.25,0.78,6.27,
-2.15,0.88,6.47,
-2.05,0.88,6.66,
-1.86,0.98,6.86,
-1.96,0.88,7.06,
-1.96,0.88,7.06,
-1.96,0.98,7.25,
-1.96,0.78,7.45,
-1.96,0.68,7.55,
-2.05,0.68,7.84,
-2.05,0.68,8.04,
-2.05,0.78,8.43,
-2.05,0.78,8.72,
-2.15,0.88,9.12,
-2.15,0.88,9.12,
-2.54,0.98,9.12,
-2.84,0.98,9.12,
-3.23,1.07,9.31,
-3.23,1.17,9.7,
-2.94,1.37,10.19,
-2.84,1.47,10.88,
-2.74,1.66,11.47,
-2.54,1.76,11.96,
-2.64,1.66,12.16,
-2.94,1.56,11.96,
-3.23,1.56,11.86,
-3.04,1.66,12.16,
-2.74,1.76,12.55,
-2.25,1.86,12.84,
-1.96,1.86,13.04,
-1.76,1.66,13.04,
-1.27,1.86,13.43,
-1.07,2.05,13.53,
-0.68,2.54,14.12,
-0.49,2.64,14.41,
0,2.84,14.61,
0.78,3.23,15,
1.27,3.62,15.29,
1.56,4.11,15.1,
1.37,4.41,14.12,
0.68,4.31,12.65,
-0.19,4.02,10.98,
-1.17,3.72,9.61,
-1.86,3.72,8.43,
-2.74,3.72,7.64,
-3.33,3.82,7.15,
-3.53,3.62,6.96,
-3.33,3.43,7.06,
-3.04,3.33,7.35,
-2.45,3.53,7.74,
-2.05,3.62,8.33,
-1.47,3.62,8.62,
-0.88,3.33,8.92,
-0.49,2.84,9.02,
-0.29,2.54,8.92,
-0.29,2.25,8.72,
-0.39,1.96,8.33,
-0.58,1.56,8.04,
-0.68,1.07,7.55,
-0.88,0.78,7.25,
-0.98,0.68,7.06,
-1.27,0.58,6.76,
-1.56,0.29,6.47,
-1.66,0.19,6.47,
-1.66,0.09,6.47,
-1.76,0,6.47,
-1.76,0,6.37,
-1.96,0,6.47,
-2.15,-0.09,6.37,
-2.35,-0.09,6.47,
-2.54,0,6.47,
-2.64,0.19,6.66,
-2.74,0.39,6.86,
-2.84,0.58,7.15,
-2.74,0.88,7.45,
-2.74,1.27,7.84,
-2.74,1.37,8.04,
-2.64,1.47,8.04,
-2.54,1.47,8.33,
-2.45,1.56,8.53,
-2.54,1.47,8.62,
-2.45,1.47,8.72,
-2.25,1.37,8.82,
-2.25,1.27,8.92,
-2.25,1.27,9.02,
-2.35,1.37,9.02,
-2.45,1.17,9.02,
-2.54,1.07,9.02,
-2.54,0.78,8.92,
-2.84,0.58,8.62,
-3.04,0.49,8.62,
-3.13,0.29,8.62,
-3.04,0.09,8.82,
-2.94,0.09,9.41,
-2.84,0.09,9.8,
-2.84,0.19,10.29,
-2.94,0.29,10.49,
-3.13,0.29,10.59,
-3.23,0.19,10.78,
-3.33,0.29,10.68,
-3.62,0.58,10.98,
-3.72,0.58,11.37,
-3.33,0.58,11.96,
-2.54,0.39,12.65,
-2.25,0.09,13.04,
-1.76,0.29,13.72,
-1.07,0.39,14.31,
-0.29,0.58,14.8,
0.19,0.98,15.1,
0.39,1.47,14.8,
0.19,2.05,14.12,
-0.29,1.86,13.14,
-0.49,1.66,12.55,
-0.88,1.27,11.66,
-1.37,0.88,10.68,
-1.96,0.49,9.7,
-2.64,0.09,8.92,
-3.04,-0.29,8.62,
-2.84,-0.68,8.72,
-2.45,-0.68,9.21,
-1.86,-0.39,10.1,
-1.27,0,10.68,
-0.88,0.39,11.17,
-0.58,0.98,11.47,
-0.49,1.66,11.57,
-0.39,2.05,11.66,
-0.39,2.25,11.57,
-0.19,2.25,11.37,
-0.19,2.25,11.27,
-0.29,2.15,10.98,
-0.29,1.96,10.49,
-0.39,1.76,10,
-0.58,1.56,9.31,
-0.88,1.47,8.72,
-1.07,1.37,8.13,
-1.37,1.27,7.74,
-1.56,1.27,7.15,
-1.96,1.27,6.76,
-2.15,1.27,6.37,
-2.25,1.27,6.08,
-2.45,1.17,5.88,
-2.64,1.07,5.78,
-2.64,0.88,5.58,
-2.64,0.58,5.58,
-2.64,0.49,5.68,
-2.54,0.58,5.88,
-2.45,0.58,6.08,
-2.25,0.58,6.37,
-2.25,0.68,6.57,
-2.25,0.78,6.76,
-2.15,0.98,6.96,
-2.15,1.07,7.06,
-2.15,1.07,7.15,
-2.15,1.07,7.35,
-2.05,1.07,7.55,
-2.05,0.98,7.74,
-1.96,0.98,8.13,
-1.86,1.17,8.53,
-1.96,1.27,8.82,
-1.96,1.17,9.12,
-1.96,1.17,9.21,
-2.05,1.07,9.41,
-2.05,1.07,9.61,
-2.15,1.07,9.8,
-2.15,1.07,9.8,
-2.35,1.17,9.9,
-2.35,1.37,10.19,
-2.45,1.66,10.59,
-2.25,2.15,10.98,
-2.25,2.45,11.37,
-2.35,2.64,11.47,
-2.74,2.45,11.27,
-2.94,2.15,10.78,
-3.23,2.05,10.68,
-3.23,1.96,11.37,
-2.35,2.15,12.06,
-2.05,2.25,12.25,
-2.15,2.25,12.25,
-2.05,2.25,12.35,
-1.66,2.35,12.65,
-1.37,2.45,12.74,
-1.07,2.74,13.04,
-0.58,3.04,13.53,
0,3.33,13.82,
0.49,3.72,14.12,
0.98,3.92,14.12,
1.27,4.11,13.92,
1.07,4.02,13.04,
0.39,3.82,11.86,
-0.19,3.53,10.49,
-0.98,3.23,9.21,
-1.66,3.04,8.62,
-1.76,3.04,8.43,
-1.96,3.33,8.33,
-2.25,3.43,8.23,
-2.35,3.53,8.13,
-2.05,3.62,8.23,
-1.86,3.62,8.33,
-1.76,3.62,8.33,
-1.76,3.62,8.43,
-1.56,3.53,8.53,
-1.37,3.33,8.53,
-1.17,3.04,8.43,
-1.07,2.64,8.33,
-0.98,2.35,8.23,
-1.07,2.15,7.84,
-1.27,1.96,7.35,
-1.66,1.66,6.96,
-1.76,1.56,6.86,
-1.76,1.27,6.66,
-1.86,0.98,6.47,
-1.96,0.88,6.27,
-2.05,0.58,6.17,
-2.15,0.39,6.27,
-2.15,0.19,6.17,
-2.25,0.09,6.17,
-2.45,0,6.27,
-2.45,0,6.37,
-2.45,0,6.57,
-2.45,0,6.76,
-2.54,0.19,6.96,
-2.54,0.29,7.06,
-2.54,0.49,7.25,
-2.64,0.58,7.55,
-2.64,0.68,7.64,
-2.54,0.78,7.84,
-2.45,0.98,8.33,
-2.25,1.17,8.92,
-1.96,1.27,9.31,
-1.76,1.37,9.61,
-1.66,1.47,9.9,
-1.76,1.37,9.9,
-1.86,1.17,9.7,
-2.15,0.88,9.41,
-2.64,0.78,9.12,
-2.94,0.68,9.21,
-3.04,0.78,9.31,
-3.04,0.88,9.7,
-2.84,1.07,10.29,
-2.45,1.27,10.78,
-2.35,1.37,10.98,
-2.35,1.66,11.27,
-2.45,1.86,11.47,
-2.54,1.86,11.37,
-2.94,1.76,11.17,
-3.33,1.56,10.59,
-3.82,1.56,10.39,
-4.21,1.37,10.29,
-4.11,1.27,10.59,
-3.82,1.07,11.17,
-3.33,0.68,11.57,
-2.94,0.39,12.16,
-2.15,0.09,12.55,
-1.47,0.09,13.23,
-0.78,0.29,14.02,
0.19,0.88,14.8,
0.58,1.27,15.1,
0.88,1.66,15.1,
0.88,1.96,14.51,
0.39,2.05,13.33,
-0.49,1.76,11.76,
-1.47,1.27,10.39,
-2.15,0.78,9.31,
-2.74,0.29,8.62,
-3.13,-0.19,8.04,
-3.23,-0.58,8.04,
-2.74,-0.68,8.62,
-2.15,-0.68,9.31,
-1.27,-0.39,10.1,
-0.88,0.19,10.59,
-0.58,0.98,11.08,
-0.29,1.56,11.37,
-0.19,1.76,11.37,
-0.29,1.86,11.27,
-0.19,1.86,11.08,
-0.29,1.96,11.08,
-0.39,2.05,10.78,
-0.49,2.05,10.49,
-0.58,1.96,10,
-0.58,1.86,9.51,
-0.78,1.76,8.92,
-0.98,1.66,8.33,
-1.17,1.76,7.74,
-1.66,1.86,7.25,
-1.86,1.66,6.86,
-1.76,1.56,6.47,
-1.86,1.37,6.27,
-2.15,1.37,5.98,
-2.25,1.17,5.78,
-2.45,0.78,5.58,
-2.45,0.68,5.58,
-2.35,0.58,5.68,
-2.35,0.58,5.98,
-2.15,0.88,6.37,
-2.05,1.07,6.66,
-2.05,1.17,6.86,
-1.96,1.17,6.96,
-2.15,1.27,7.06,
-2.35,1.17,7.15,
-2.25,1.07,7.25,
-2.25,0.98,7.45,
-2.25,1.07,7.64,
-2.25,1.07,8.04,
-2.05,0.88,8.23,
-1.96,0.88,8.33,
-1.96,0.98,8.53,
-2.15,1.07,8.72,
-2.35,1.17,8.72,
-2.45,1.27,8.82,
-2.74,1.27,9.02,
-2.74,1.47,9.41,
-2.54,1.76,9.9,
-2.64,1.96,10.29,
-2.45,2.05,10.78,
-2.35,2.35,10.98,
-2.54,2.35,11.08,
-2.84,1.96,11.08,
-3.43,1.56,10.59,
-3.82,1.27,10.29,
-3.92,1.47,10.88,
-3.72,1.66,11.37,
-3.13,1.96,12.06,
-2.45,2.25,12.74,
-1.86,2.35,12.94,
-1.47,2.25,13.04,
-1.17,2.25,13.14,
-0.88,2.45,13.14,
-0.58,2.45,13.04,
-0.49,2.54,13.04,
-0.09,2.74,12.94,
0.29,2.94,13.14,
0.68,3.23,13.04,
0.88,3.23,12.55,
0.58,3.04,11.66,
0,2.74,10.19,
-0.68,2.54,9.21,
-0.98,2.64,8.82,
-1.56,2.64,8.33,
-2.15,2.84,7.84,
-2.54,3.13,7.55,
-2.94,3.13,7.25,
-3.13,3.23,7.06,
-3.04,3.13,7.15,
-2.84,2.94,7.64,
-2.25,2.94,8.23,
-1.66,2.84,8.82,
-1.37,2.84,9.12,
-1.17,2.84,9.21,
-1.27,2.64,9.31,
-1.17,2.45,9.31,
-1.07,2.35,9.21,
-0.98,2.25,9.21,
-0.88,2.15,9.02,
-0.98,1.96,8.82,
-1.17,1.76,8.13,
-1.56,1.47,7.74,
-1.76,1.27,7.25,
-1.96,0.98,6.96,
-2.15,0.68,6.66,
-2.35,0.58,6.57,
-2.54,0.49,6.57,
-2.54,0.49,6.47,
-2.74,0.49,6.66,
-2.74,0.58,6.76,
-2.64,0.68,6.96,
-2.74,0.88,7.15,
-2.84,1.07,7.55,
-2.54,1.07,7.94,
-2.54,1.17,8.04,
-2.54,1.27,8.23,
-2.54,1.47,8.43,
-2.45,1.56,8.62,
-2.25,1.76,8.92,
-1.96,1.96,9.31,
-1.66,2.05,9.61,
-1.56,2.15,9.7,
-1.47,2.25,9.9,
-1.66,2.25,9.8,
-1.86,2.05,9.51,
-2.25,1.76,9.12,
-2.54,1.47,9.02,
-2.84,1.27,8.92,
-2.84,1.07,9.02,
-2.84,0.98,9.21,
-2.84,1.07,9.41,
-2.84,1.07,9.61,
-2.94,1.07,9.7,
-3.13,1.17,9.8,
-3.43,1.17,9.9,
-3.53,1.07,9.8,
-3.53,1.27,10.19,
-3.62,1.56,10.68,
-3.43,1.47,10.98,
-3.13,1.27,11.37,
-2.84,0.68,11.47,
-2.84,0.19,11.37,
-2.84,0,11.57,
-2.25,0,11.86,
-1.07,0,13.72,
-0.19,0.09,13.82,
0.29,0.68,14.51,
0.98,1.47,15,
1.07,1.76,14.7,
0.58,1.66,13.53,
-0.29,1.27,12.06,
-1.27,0.88,10.59,
-2.25,0.49,9.61,
-2.64,0,8.82,
-2.94,-0.68,8.43,
-2.74,-1.47,8.53,
-2.45,-1.76,8.82,
-1.96,-1.66,9.31,
-1.47,-1.27,10,
-0.98,-0.58,10.59,
-0.68,0.29,10.98,
-0.68,1.17,11.17,
-0.78,1.76,11.27,
-0.68,2.35,11.47,
-0.49,2.54,11.66,
-0.39,2.64,11.76,
-0.29,2.74,11.66,
-0.29,2.84,11.47,
-0.29,2.74,10.98,
-0.39,2.35,10.29,
-0.49,2.05,9.61,
-0.68,1.66,8.92,
-0.78,1.37,8.13,
-1.17,1.27,7.45,
-1.56,1.17,6.96,
-1.66,1.07,6.57,
-1.76,1.07,6.27,
-1.96,1.27,6.27,
-2.15,1.27,6.17,
-2.15,1.07,6.17,
-1.86,1.17,6.27,
-1.86,1.07,6.47,
-1.86,0.98,6.57,
-1.76,0.98,6.66,
-1.66,0.98,6.66,
-1.86,0.68,6.47,
-2.05,0.68,6.57,
-2.05,0.68,6.57,
-2.25,0.49,6.76,
-2.25,0.58,7.06,
-2.25,0.58,7.55,
-2.05,0.68,8.04,
-1.86,0.88,8.62,
-1.86,1.17,9.12,
-1.86,1.27,9.21,
-1.86,1.27,9.41,
-1.86,1.17,9.51,
-1.96,1.17,9.51,
-2.15,1.17,9.51,
-2.25,1.47,9.7,
-2.25,1.56,10,
-2.35,1.66,10.19,
-2.54,1.76,10,
-2.74,1.66,10.19,
-2.94,1.66,10.19,
-3.23,1.56,10.1,
-3.33,1.56,10.1,
-3.33,1.96,10.68,
-3.04,2.15,11.27,
-2.45,2.05,11.57,
-2.25,1.96,11.66,
-2.05,1.86,11.86,
-1.86,1.66,11.96,
-1.76,1.66,12.16,
-1.47,1.76,12.35,
-1.17,1.76,12.65,
-0.78,1.96,13.23,
0.09,1.96,14.02,
1.17,2.35,15.1,
1.86,2.15,15.49,
2.54,2.45,15.29,
2.25,2.84,14.12,
0.68,2.94,12.25,
-0.49,2.84,10.59,
-1.37,2.64,9.41,
-1.96,2.64,8.72,
-2.15,2.74,8.62,
-2.45,2.74,8.53,
-2.35,2.84,8.33,
-2.15,2.94,8.33,
-2.05,3.04,8.33,
-1.96,3.13,8.23,
-1.86,3.13,8.13,
-1.86,3.33,8.04,
-2.05,3.33,7.84,
-1.96,3.13,7.55,
-2.05,3.04,7.45,
-2.05,2.94,7.35,
-2.25,2.74,7.15,
-2.15,2.45,7.06,
-2.05,2.15,7.06,
-1.96,1.76,6.86,
-2.05,1.56,6.76,
-2.05,1.47,6.66,
-2.15,1.37,6.57,
-2.15,1.27,6.57,
-2.25,1.17,6.47,
-2.35,0.98,6.47,
-2.35,0.98,6.57,
-2.35,0.98,6.76,
-2.35,1.27,7.15,
-2.25,1.56,7.55,
-2.15,1.66,7.94,
-2.05,1.76,8.13,
-2.15,1.96,8.23,
-2.25,1.96,8.23,
-2.45,1.86,8.23,
-2.45,1.76,8.13,
-2.54,1.66,8.13,
-2.54,1.76,8.33,
-2.45,1.76,8.62,
-2.15,1.76,8.82,
-2.05,1.86,8.92,
-2.05,1.96,8.92,
-2.15,1.96,8.92,
-2.35,1.86,8.82,
-2.35,1.76,8.92,
-2.35,1.56,8.92,
-2.54,1.17,8.82,
-2.84,0.88,8.62,
-2.94,0.78,8.82,
-2.74,0.68,9.02,
-2.84,0.78,9.41,
-2.74,0.78,9.8,
-2.74,0.88,10.1,
-2.94,0.88,10.29,
-3.33,0.88,10.39,
-3.62,0.78,10.59,
-3.72,0.98,10.78,
-4.02,1.27,11.17,
-4.11,1.37,11.57,
-3.92,1.17,11.96,
-3.53,0.88,12.35,
-2.84,0.68,12.94,
-1.96,0.88,13.92,
-1.07,1.17,14.61,
-0.39,1.56,15.39,
0.29,1.86,15.39,
0.58,2.45,14.7,
0,2.45,13.53,
-0.49,2.15,12.74,
-1.37,1.56,10.88,
-1.76,1.37,10.1,
-2.35,0.78,9.31,
-2.74,0,8.53,
-3.04,-0.58,8.04,
-3.04,-0.98,8.13,
-2.64,-1.07,8.53,
-2.15,-0.98,9.21,
-1.47,-0.78,9.8,
-0.88,-0.39,10.29,
-0.68,0.09,10.49,
-0.78,0.68,10.68,
-0.88,1.27,10.59,
-0.98,1.66,10.49,
-1.07,1.76,10.39,
-1.17,1.76,10.29,
-0.98,1.66,10.1,
-0.98,1.66,10.1,
-0.98,1.66,9.7,
-1.07,1.56,9.41,
-1.07,1.47,9.02,
-1.17,1.47,8.62,
-1.37,1.47,8.23,
-1.47,1.56,7.84,
-1.66,1.66,7.35,
-2.05,1.47,6.96,
-2.05,1.47,6.76,
-2.15,1.37,6.66,
-2.35,1.27,6.47,
-2.45,1.47,6.47,
-2.54,1.37,6.47,
-2.54,1.27,6.57,
-2.45,1.07,6.57,
-2.45,0.98,6.76,
-2.35,0.98,6.86,
-2.25,0.98,6.96,
-2.25,0.98,7.06,
-2.25,0.98,7.15,
-2.25,0.88,7.15,
-2.25,0.78,7.35,
-2.15,0.68,7.45,
-2.05,0.78,8.04,
-1.96,0.88,8.23,
-1.86,0.78,8.43,
-1.76,0.78,8.72,
-1.76,0.68,8.92,
-1.96,0.78,9.02,
-2.05,0.78,9.02,
-2.35,0.68,8.92,
-2.64,0.68,8.92,
-2.84,0.68,9.02,
-2.84,0.78,9.31,
-2.74,1.07,9.7,
-2.64,1.27,10.39,
-2.45,1.47,10.88,
-2.25,1.76,11.17,
-2.35,1.86,11.27,
-2.84,1.66,10.98,
-3.43,1.47,10.49,
-3.92,1.66,10.49,
-3.92,2.05,10.98,
-3.43,2.05,11.86,
-2.35,1.76,12.55,
-1.96,1.66,12.74,
-1.76,1.47,12.94,
-1.47,1.47,13.14,
-1.17,1.37,13.23,
-1.07,1.37,13.23,
-0.98,1.56,13.04,
-0.88,1.86,13.14,
-0.39,2.35,13.23,
0,2.84,13.72,
